gene_id	gene_name	ProteinCoding	Pseudogene	lincRNA	ASDTADAFDR03	WillseyUnion	BE	PSD	DDD	CHD8Common	FMRPDarnell	LOEUF37
ENSG00000003436.16	TFPI	1	0	0	0	0	1	0	0	0	0	0
ENSG00000003509.16	NDUFAF7	1	0	0	0	0	1	0	0	0	0	0
ENSG00000003756.17	RBM5	1	0	0	0	0	1	0	0	1	0	1
ENSG00000003987.14	MTMR7	1	0	0	0	0	0	0	0	0	0	0
ENSG00000003989.18	SLC7A2	1	0	0	0	0	1	0	0	0	0	0
ENSG00000004059.11	ARF5	1	0	0	0	0	1	1	0	0	0	1
ENSG00000004139.14	SARM1	1	0	0	0	0	1	0	0	0	0	0
ENSG00000004142.12	POLDIP2	1	0	0	0	0	1	0	0	0	0	0
ENSG00000004399.13	PLXND1	1	0	0	0	0	1	0	0	0	1	1
ENSG00000004455.17	AK2	1	0	0	0	0	1	0	0	0	0	0
ENSG00000004468.13	CD38	1	0	0	0	0	1	0	0	0	0	0
ENSG00000004478.8	FKBP4	1	0	0	0	0	1	1	0	0	0	0
ENSG00000004487.18	KDM1A	1	0	0	0	0	1	0	0	1	0	1
ENSG00000004534.15	RBM6	1	0	0	0	0	1	0	0	0	0	1
ENSG00000004660.15	CAMKK1	1	0	0	0	0	1	1	0	0	0	0
ENSG00000004700.16	RECQL	1	0	0	0	0	1	0	0	0	0	0
ENSG00000004766.17	VPS50	1	0	0	0	0	1	0	0	0	0	1
ENSG00000004776.13	HSPB6	1	0	0	0	0	1	0	0	0	0	0
ENSG00000004777.19	ARHGAP33	1	0	0	0	0	1	0	0	0	1	0
ENSG00000004779.10	NDUFAB1	1	0	0	0	0	1	0	0	0	0	0
ENSG00000004799.8	PDK4	1	0	0	0	0	1	0	0	0	0	0
ENSG00000004809.14	SLC22A16	1	0	0	0	0	0	0	0	0	0	0
ENSG00000004838.14	ZMYND10	1	0	0	0	0	1	0	0	0	0	0
ENSG00000004846.17	ABCB5	1	0	0	0	0	0	0	0	0	0	0
ENSG00000004848.8	ARX	1	0	0	0	0	1	0	1	0	0	0
ENSG00000004864.14	SLC25A13	1	0	0	0	0	1	1	0	1	0	0
ENSG00000004866.22	ST7	1	0	0	0	0	1	0	0	0	0	1
ENSG00000004897.12	CDC27	1	0	0	0	0	1	0	0	1	0	1
ENSG00000004939.16	SLC4A1	1	0	0	0	0	1	1	0	0	0	1
ENSG00000004948.16	CALCR	1	0	0	0	0	1	0	0	0	0	0
ENSG00000004961.15	HCCS	1	0	0	0	0	1	0	0	0	0	0
ENSG00000004975.12	DVL2	1	0	0	0	0	1	0	0	0	0	0
ENSG00000005001.10	PRSS22	1	0	0	0	0	1	0	0	0	0	0
ENSG00000005007.13	UPF1	1	0	0	0	0	1	1	0	1	0	1
ENSG00000005020.13	SKAP2	1	0	0	0	0	1	0	0	0	0	0
ENSG00000005022.6	SLC25A5	1	0	0	0	0	0	1	0	0	0	1
ENSG00000005059.16	MCUB	1	0	0	0	0	1	0	0	0	0	0
ENSG00000005073.6	HOXA11	1	0	0	0	0	0	0	0	0	0	1
ENSG00000005075.16	POLR2J	1	0	0	0	0	1	0	0	0	0	0
ENSG00000005100.13	DHX33	1	0	0	0	0	1	0	0	0	0	0
ENSG00000005102.14	MEOX1	1	0	0	0	0	1	0	0	0	0	0
ENSG00000005108.17	THSD7A	1	0	0	0	0	0	0	0	0	0	1
ENSG00000005156.12	LIG3	1	0	0	0	0	1	0	0	1	0	0
ENSG00000005175.10	RPAP3	1	0	0	0	0	1	0	0	0	0	0
ENSG00000005187.12	ACSM3	1	0	0	0	1	0	0	0	0	0	0
ENSG00000005189.20	REXO5	1	0	0	0	0	0	0	0	0	0	0
ENSG00000005194.15	CIAPIN1	1	0	0	0	0	0	0	0	0	0	0
ENSG00000005206.17	SPPL2B	1	0	0	0	0	1	0	0	0	0	0
ENSG00000005238.20	FAM214B	1	0	0	0	0	1	0	0	0	0	0
ENSG00000005243.10	COPZ2	1	0	0	0	0	1	0	0	0	0	0
ENSG00000005249.13	PRKAR2B	1	0	0	0	0	1	1	0	0	0	1
ENSG00000005302.19	MSL3	1	0	0	0	0	1	0	0	0	0	1
ENSG00000005339.15	CREBBP	1	0	0	0	0	1	0	1	0	1	1
ENSG00000005379.17	TSPOAP1	1	0	0	0	0	1	0	0	0	1	1
ENSG00000005381.8	MPO	1	0	0	0	0	1	1	0	0	0	0
ENSG00000005421.9	PON1	1	0	0	0	0	0	0	0	0	0	0
ENSG00000005436.14	GCFC2	1	0	0	0	0	1	0	0	0	0	0
ENSG00000005448.17	WDR54	1	0	0	0	0	1	0	0	0	0	0
ENSG00000005469.12	CROT	1	0	0	0	0	1	0	0	0	0	0
ENSG00000005471.19	ABCB4	1	0	0	0	0	0	0	0	0	0	0
ENSG00000005483.22	KMT2E	1	0	0	1	0	1	0	0	0	1	1
ENSG00000005486.17	RHBDD2	1	0	0	0	0	1	0	0	0	0	0
ENSG00000005513.10	SOX8	1	0	0	0	0	1	0	0	0	0	0
ENSG00000005700.15	IBTK	1	0	0	0	0	1	0	0	1	0	0
ENSG00000005801.18	ZNF195	1	0	0	0	0	1	0	0	0	0	0
ENSG00000005810.19	MYCBP2	1	0	0	0	1	1	1	0	1	1	1
ENSG00000005812.11	FBXL3	1	0	0	0	0	1	0	0	0	0	1
ENSG00000005844.19	ITGAL	1	0	0	0	0	0	0	0	0	0	0
ENSG00000005882.12	PDK2	1	0	0	0	0	1	0	0	0	0	0
ENSG00000005884.18	ITGA3	1	0	0	0	0	1	0	0	0	0	0
ENSG00000005889.16	ZFX	1	0	0	0	0	1	0	0	1	0	1
ENSG00000005893.16	LAMP2	1	0	0	0	0	1	0	0	0	0	0
ENSG00000005961.19	ITGA2B	1	0	0	0	0	0	0	0	0	0	0
ENSG00000005981.13	ASB4	1	0	0	0	0	0	0	0	0	0	0
ENSG00000006007.12	GDE1	1	0	0	0	0	1	0	0	0	0	0
ENSG00000006015.18	REX1BD	1	0	0	0	0	1	0	0	0	0	0
ENSG00000006016.12	CRLF1	1	0	0	0	0	1	0	0	0	0	0
ENSG00000006025.12	OSBPL7	1	0	0	0	0	1	0	0	0	0	0
ENSG00000006042.12	TMEM98	1	0	0	0	0	1	0	0	0	0	0
ENSG00000006047.13	YBX2	1	0	0	0	0	1	0	0	0	0	1
ENSG00000006059.4	KRT33A	1	0	0	0	0	1	0	0	0	0	0
ENSG00000006062.18	MAP3K14	1	0	0	0	0	1	0	0	0	0	0
ENSG00000006071.16	ABCC8	1	0	0	0	0	1	0	0	0	0	0
ENSG00000006116.4	CACNG3	1	0	0	0	0	1	0	0	0	0	1
ENSG00000006118.15	TMEM132A	1	0	0	0	0	1	0	0	0	1	0
ENSG00000006125.18	AP2B1	1	0	0	0	0	1	1	0	0	1	1
ENSG00000006128.12	TAC1	1	0	0	0	0	1	0	0	0	0	0
ENSG00000006194.10	ZNF263	1	0	0	0	0	1	0	0	0	0	0
ENSG00000006210.7	CX3CL1	1	0	0	0	0	1	0	0	0	0	0
ENSG00000006282.21	SPATA20	1	0	0	0	0	1	0	0	0	0	0
ENSG00000006283.18	CACNA1G	1	0	0	0	0	1	0	0	0	1	1
ENSG00000006327.14	TNFRSF12A	1	0	0	0	0	1	0	0	0	0	0
ENSG00000006377.11	DLX6	1	0	0	0	0	1	0	0	0	0	0
ENSG00000006432.16	MAP3K9	1	0	0	0	0	1	0	0	0	0	0
ENSG00000006451.8	RALA	1	0	0	0	0	1	1	0	1	0	1
ENSG00000006453.14	BAIAP2L1	1	0	0	0	0	1	0	0	0	0	0
ENSG00000006459.11	KDM7A	1	0	0	0	0	0	0	0	0	0	1
ENSG00000006468.14	ETV1	1	0	0	0	0	1	0	0	0	0	1
ENSG00000006530.18	AGK	1	0	0	0	0	1	1	0	1	0	0
ENSG00000006534.17	ALDH3B1	1	0	0	0	0	1	0	0	0	0	0
ENSG00000006555.11	TTC22	1	0	0	0	0	0	0	0	0	0	0
ENSG00000006576.16	PHTF2	1	0	0	0	0	1	0	0	0	0	0
ENSG00000006606.9	CCL26	1	0	0	0	0	1	0	0	0	0	0
ENSG00000006607.14	FARP2	1	0	0	0	0	1	0	0	0	0	0
ENSG00000006611.17	USH1C	1	0	0	0	0	1	0	0	0	0	0
ENSG00000006625.18	GGCT	1	0	0	0	0	1	0	0	0	0	0
ENSG00000006634.8	DBF4	1	0	0	0	0	1	0	0	1	0	1
ENSG00000006638.13	TBXA2R	1	0	0	0	0	1	0	0	0	0	0
ENSG00000006652.15	IFRD1	1	0	0	0	0	1	0	0	0	0	0
ENSG00000006659.13	LGALS14	1	0	0	0	0	0	0	0	0	0	0
ENSG00000006695.12	COX10	1	0	0	0	0	1	0	0	0	0	0
ENSG00000006704.11	GTF2IRD1	1	0	0	0	0	1	0	0	1	0	1
ENSG00000006712.15	PAF1	1	0	0	0	0	1	0	0	0	0	0
ENSG00000006715.16	VPS41	1	0	0	0	0	1	0	0	0	1	0
ENSG00000006740.18	ARHGAP44	1	0	0	0	0	1	0	0	0	1	1
ENSG00000006744.19	ELAC2	1	0	0	0	0	1	0	1	0	0	0
ENSG00000006747.15	SCIN	1	0	0	0	0	1	1	0	0	0	0
ENSG00000006756.16	ARSD	1	0	0	0	0	1	0	0	0	0	0
ENSG00000006757.12	PNPLA4	1	0	0	0	0	1	0	0	0	0	0
ENSG00000006788.14	MYH13	1	0	0	0	0	0	0	0	0	0	0
ENSG00000006831.10	ADIPOR2	1	0	0	0	0	1	0	0	0	0	0
ENSG00000006837.12	CDKL3	1	0	0	0	0	1	0	0	0	0	0
ENSG00000007001.13	UPP2	1	0	0	0	0	1	0	0	0	0	0
ENSG00000007038.11	PRSS21	1	0	0	0	0	1	0	0	0	0	0
ENSG00000007047.16	MARK4	1	0	0	0	0	1	0	0	0	0	1
ENSG00000007062.12	PROM1	1	0	0	0	0	1	0	0	0	0	0
ENSG00000007080.11	CCDC124	1	0	0	0	0	1	1	0	0	0	0
ENSG00000007129.18	CEACAM21	1	0	0	0	0	1	0	0	0	0	0
ENSG00000007168.14	PAFAH1B1	1	0	0	0	0	0	0	1	1	0	1
ENSG00000007171.18	NOS2	1	0	0	0	0	1	0	0	0	0	0
ENSG00000007174.18	DNAH9	1	0	0	0	0	1	0	0	0	0	0
ENSG00000007202.15	KIAA0100	1	0	0	0	0	1	0	0	0	1	0
ENSG00000007216.16	SLC13A2	1	0	0	0	0	1	0	0	0	0	0
ENSG00000007237.19	GAS7	1	0	0	0	0	1	1	0	0	1	1
ENSG00000007255.10	TRAPPC6A	1	0	0	0	0	1	0	0	0	0	0
ENSG00000007264.15	MATK	1	0	0	0	0	1	0	0	0	0	0
ENSG00000007306.15	CEACAM7	1	0	0	0	0	0	0	0	0	0	0
ENSG00000007312.13	CD79B	1	0	0	0	0	1	0	0	0	0	0
ENSG00000007314.12	SCN4A	1	0	0	0	0	0	0	0	0	0	0
ENSG00000007341.19	ST7L	1	0	0	0	0	1	0	0	1	0	0
ENSG00000007350.17	TKTL1	1	0	0	0	0	1	0	0	0	0	1
ENSG00000007372.25	PAX6	1	0	0	0	0	1	0	1	0	0	1
ENSG00000007376.8	RPUSD1	1	0	0	0	0	1	0	0	0	0	0
ENSG00000007384.15	RHBDF1	1	0	0	0	0	1	0	0	0	0	0
ENSG00000007392.17	LUC7L	1	0	0	0	0	1	0	0	0	0	0
ENSG00000007402.12	CACNA2D2	1	0	0	0	0	1	1	0	0	0	1
ENSG00000007516.14	BAIAP3	1	0	0	0	0	1	0	0	0	0	0
ENSG00000007520.4	TSR3	1	0	0	0	0	1	0	0	0	0	0
ENSG00000007541.17	PIGQ	1	0	0	0	0	1	0	0	0	1	0
ENSG00000007545.16	CRAMP1	1	0	0	0	1	1	0	0	0	0	0
ENSG00000007866.22	TEAD3	1	0	0	0	0	1	0	0	0	0	1
ENSG00000007908.16	SELE	1	0	0	0	0	1	0	0	0	0	0
ENSG00000007923.17	DNAJC11	1	0	0	0	0	1	1	0	1	0	1
ENSG00000007933.13	FMO3	1	0	0	0	0	1	0	0	0	0	0
ENSG00000007944.15	MYLIP	1	0	0	0	0	1	0	0	0	0	0
ENSG00000007952.18	NOX1	1	0	0	0	0	0	0	0	0	0	0
ENSG00000007968.7	E2F2	1	0	0	0	0	1	0	0	0	0	0
ENSG00000008018.9	PSMB1	1	0	0	0	0	1	0	0	0	0	1
ENSG00000008056.14	SYN1	1	0	0	0	0	1	1	0	0	1	1
ENSG00000008083.14	JARID2	1	0	0	0	0	1	0	0	0	0	1
ENSG00000008086.13	CDKL5	1	0	0	0	0	1	1	1	0	1	1
ENSG00000008118.10	CAMK1G	1	0	0	0	0	1	0	0	0	0	0
ENSG00000008128.23	CDK11A	1	0	0	0	0	0	0	0	0	0	0
ENSG00000008130.15	NADK	1	0	0	0	0	1	0	0	0	0	0
ENSG00000008196.13	TFAP2B	1	0	0	0	0	1	0	0	0	0	1
ENSG00000008197.5	TFAP2D	1	0	0	0	0	1	0	0	0	0	1
ENSG00000008226.20	DLEC1	1	0	0	0	0	1	0	0	0	0	0
ENSG00000008256.16	CYTH3	1	0	0	0	0	1	1	0	0	0	0
ENSG00000008277.15	ADAM22	1	0	0	0	0	1	1	0	0	0	1
ENSG00000008282.9	SYPL1	1	0	0	0	0	1	0	0	0	0	0
ENSG00000008283.16	CYB561	1	0	0	0	0	1	0	0	0	0	0
ENSG00000008294.22	SPAG9	1	0	0	1	0	1	0	0	0	1	1
ENSG00000008300.17	CELSR3	1	0	0	0	0	1	0	0	1	1	1
ENSG00000008311.16	AASS	1	0	0	0	0	1	0	0	0	0	0
ENSG00000008323.16	PLEKHG6	1	0	0	0	0	1	0	0	0	0	0
ENSG00000008324.12	SS18L2	1	0	0	0	0	1	0	0	0	0	0
ENSG00000008382.16	MPND	1	0	0	0	0	1	0	0	0	0	0
ENSG00000008394.13	MGST1	1	0	0	0	0	1	0	0	0	0	0
ENSG00000008405.12	CRY1	1	0	0	0	0	1	0	0	0	0	0
ENSG00000008438.5	PGLYRP1	1	0	0	0	0	0	0	0	0	0	0
ENSG00000008441.19	NFIX	1	0	0	0	0	1	0	1	0	1	1
ENSG00000008513.16	ST3GAL1	1	0	0	0	0	1	0	0	0	0	0
ENSG00000008516.18	MMP25	1	0	0	0	0	1	0	0	0	0	0
ENSG00000008517.19	IL32	1	0	0	0	0	1	0	0	0	0	0
ENSG00000008710.20	PKD1	1	0	0	0	0	1	0	0	0	1	1
ENSG00000008735.14	MAPK8IP2	1	0	0	0	0	1	0	0	0	0	1
ENSG00000008838.21	MED24	1	0	0	0	0	1	0	0	0	0	0
ENSG00000008853.18	RHOBTB2	1	0	0	0	0	1	0	0	0	1	0
ENSG00000008869.12	HEATR5B	1	0	0	0	0	0	0	0	0	1	0
ENSG00000008952.17	SEC62	1	0	0	0	0	1	0	0	0	0	1
ENSG00000008988.11	RPS20	1	0	0	0	0	1	0	0	0	0	0
ENSG00000009307.17	CSDE1	1	0	0	1	0	1	0	0	0	0	1
ENSG00000009335.18	UBE3C	1	0	0	0	0	1	1	0	1	1	1
ENSG00000009413.16	REV3L	1	0	0	0	0	1	0	0	1	1	1
ENSG00000009694.13	TENM1	1	0	0	0	1	1	0	0	0	1	1
ENSG00000009709.12	PAX7	1	0	0	0	0	1	0	0	0	0	0
ENSG00000009724.17	MASP2	1	0	0	0	0	0	0	0	0	0	0
ENSG00000009765.15	IYD	1	0	0	0	0	0	0	0	0	0	0
ENSG00000009780.16	FAM76A	1	0	0	0	0	1	0	0	0	0	0
ENSG00000009790.15	TRAF3IP3	1	0	0	0	0	0	0	0	0	0	0
ENSG00000009830.13	POMT2	1	0	0	0	0	1	0	1	0	0	0
ENSG00000009844.16	VTA1	1	0	0	0	0	1	1	0	0	0	0
ENSG00000009950.16	MLXIPL	1	0	0	0	0	1	0	0	0	0	0
ENSG00000009954.11	BAZ1B	1	0	0	0	0	1	0	0	1	0	1
ENSG00000010017.13	RANBP9	1	0	0	0	0	1	0	0	1	0	1
ENSG00000010030.14	ETV7	1	0	0	0	0	0	0	0	0	0	0
ENSG00000010072.16	SPRTN	1	0	0	0	0	1	0	0	0	0	1
ENSG00000010165.20	METTL13	1	0	0	0	0	1	0	0	0	0	0
ENSG00000010219.14	DYRK4	1	0	0	0	0	1	0	0	0	0	0
ENSG00000010244.19	ZNF207	1	0	0	0	0	1	0	0	0	0	0
ENSG00000010256.11	UQCRC1	1	0	0	0	0	1	1	0	0	1	0
ENSG00000010270.14	STARD3NL	1	0	0	0	0	1	0	0	0	0	0
ENSG00000010278.15	CD9	1	0	0	0	0	1	1	0	0	0	0
ENSG00000010282.15	HHATL	1	0	0	0	0	1	0	0	0	0	0
ENSG00000010292.13	NCAPD2	1	0	0	0	0	1	0	0	0	0	0
ENSG00000010295.20	IFFO1	1	0	0	0	0	1	0	0	0	0	0
ENSG00000010310.9	GIPR	1	0	0	0	0	1	0	0	0	0	0
ENSG00000010318.22	PHF7	1	0	0	0	0	0	0	0	1	0	0
ENSG00000010319.7	SEMA3G	1	0	0	0	0	1	0	0	0	0	0
ENSG00000010322.16	NISCH	1	0	0	0	1	1	0	0	0	1	1
ENSG00000010327.10	STAB1	1	0	0	0	0	1	0	0	0	0	0
ENSG00000010361.14	FUZ	1	0	0	0	0	1	0	0	0	0	0
ENSG00000010379.16	SLC6A13	1	0	0	0	0	1	0	0	0	0	0
ENSG00000010404.18	IDS	1	0	0	0	0	1	0	1	0	1	1
ENSG00000010438.17	PRSS3	1	0	0	0	0	1	0	0	0	0	0
ENSG00000010539.12	ZNF200	1	0	0	0	0	1	0	0	0	0	0
ENSG00000010610.10	CD4	1	0	0	0	0	1	0	0	0	0	0
ENSG00000010626.15	LRRC23	1	0	0	0	0	1	0	0	0	0	0
ENSG00000010671.17	BTK	1	0	0	0	0	0	0	0	0	0	1
ENSG00000010704.19	HFE	1	0	0	0	0	0	0	0	0	0	0
ENSG00000010803.16	SCMH1	1	0	0	0	0	1	0	0	1	0	0
ENSG00000010810.17	FYN	1	0	0	0	0	1	1	0	0	1	1
ENSG00000010818.10	HIVEP2	1	0	0	0	0	1	0	0	0	1	1
ENSG00000010932.17	FMO1	1	0	0	0	0	1	0	0	0	0	0
ENSG00000011007.13	ELOA	1	0	0	0	0	1	0	0	0	0	1
ENSG00000011009.11	LYPLA2	1	0	0	0	0	0	0	0	0	0	1
ENSG00000011021.23	CLCN6	1	0	0	0	1	1	0	0	0	0	0
ENSG00000011028.14	MRC2	1	0	0	0	0	1	0	0	0	0	1
ENSG00000011052.21	NME1-NME2	1	0	0	0	0	0	0	0	0	0	0
ENSG00000011083.9	SLC6A7	1	0	0	0	0	1	0	0	0	0	0
ENSG00000011105.14	TSPAN9	1	0	0	0	0	1	0	0	0	0	0
ENSG00000011114.15	BTBD7	1	0	0	0	0	1	0	0	0	0	0
ENSG00000011132.12	APBA3	1	0	0	0	0	1	0	0	0	0	0
ENSG00000011143.19	MKS1	1	0	0	0	0	1	0	1	0	0	0
ENSG00000011198.10	ABHD5	1	0	0	0	0	1	0	0	0	0	0
ENSG00000011201.12	ANOS1	1	0	0	0	0	1	0	0	0	0	1
ENSG00000011243.19	AKAP8L	1	0	0	0	0	1	0	0	0	0	0
ENSG00000011258.16	MBTD1	1	0	0	0	0	1	0	0	0	0	1
ENSG00000011260.14	UTP18	1	0	0	0	0	1	0	0	0	0	0
ENSG00000011275.19	RNF216	1	0	0	0	0	1	0	0	0	0	0
ENSG00000011295.16	TTC19	1	0	0	0	0	1	0	1	1	0	0
ENSG00000011304.22	PTBP1	1	0	0	0	0	1	0	0	1	0	1
ENSG00000011332.22	DPF1	1	0	0	0	0	1	0	0	0	0	1
ENSG00000011347.10	SYT7	1	0	0	0	0	1	1	0	0	1	1
ENSG00000011376.12	LARS2	1	0	0	0	0	1	0	0	0	1	0
ENSG00000011405.14	PIK3C2A	1	0	0	0	0	1	0	0	0	0	1
ENSG00000011422.12	PLAUR	1	0	0	0	0	1	0	0	0	0	0
ENSG00000011426.11	ANLN	1	0	0	0	0	1	0	0	0	0	0
ENSG00000011451.21	WIZ	1	0	0	0	0	0	0	0	1	0	1
ENSG00000011454.18	RABGAP1	1	0	0	0	0	1	0	0	0	0	1
ENSG00000011465.18	DCN	1	0	0	0	0	1	0	0	0	0	0
ENSG00000011478.13	QPCTL	1	0	0	0	0	1	0	0	0	0	0
ENSG00000011485.15	PPP5C	1	0	0	0	0	1	0	0	0	0	1
ENSG00000011523.14	CEP68	1	0	0	0	0	1	0	0	0	0	0
ENSG00000011566.15	MAP4K3	1	0	0	0	0	1	0	0	0	0	0
ENSG00000011590.14	ZBTB32	1	0	0	0	0	1	0	0	0	0	0
ENSG00000011600.12	TYROBP	1	0	0	0	0	1	0	0	0	0	0
ENSG00000011638.11	LDAF1	1	0	0	0	0	1	0	0	0	0	0
ENSG00000011677.13	GABRA3	1	0	0	0	0	1	0	0	0	0	0
ENSG00000012048.23	BRCA1	1	0	0	0	0	1	0	0	0	0	0
ENSG00000012061.16	ERCC1	1	0	0	0	0	1	0	1	0	0	0
ENSG00000012124.17	CD22	1	0	0	0	0	1	0	0	0	0	1
ENSG00000012171.20	SEMA3B	1	0	0	0	0	1	0	0	0	0	0
ENSG00000012174.12	MBTPS2	1	0	0	0	0	1	0	0	0	0	1
ENSG00000012211.13	PRICKLE3	1	0	0	0	0	0	0	0	0	0	0
ENSG00000012223.13	LTF	1	0	0	0	0	0	0	0	0	0	0
ENSG00000012232.9	EXTL3	1	0	0	0	0	1	0	0	0	1	0
ENSG00000012504.15	NR1H4	1	0	0	0	0	0	0	0	0	0	0
ENSG00000012660.14	ELOVL5	1	0	0	0	0	1	0	0	0	0	1
ENSG00000012779.12	ALOX5	1	0	0	0	0	1	0	0	0	0	0
ENSG00000012817.16	KDM5D	1	0	0	0	0	0	0	0	0	0	1
ENSG00000012822.16	CALCOCO1	1	0	0	0	0	1	1	0	0	0	0
ENSG00000012963.15	UBR7	1	0	0	0	0	1	0	0	0	0	0
ENSG00000012983.12	MAP4K5	1	0	0	0	0	1	0	0	1	0	1
ENSG00000013016.16	EHD3	1	0	0	0	0	1	1	0	0	0	0
ENSG00000013275.8	PSMC4	1	0	0	0	0	1	0	0	0	0	0
ENSG00000013288.9	MAN2B2	1	0	0	0	0	1	0	0	0	0	0
ENSG00000013293.6	SLC7A14	1	0	0	0	0	1	0	0	0	0	0
ENSG00000013297.12	CLDN11	1	0	0	0	0	1	0	0	0	0	0
ENSG00000013306.16	SLC25A39	1	0	0	0	0	1	0	0	0	0	0
ENSG00000013364.19	MVP	1	0	0	0	0	1	1	0	0	0	0
ENSG00000013374.17	NUB1	1	0	0	0	0	1	0	0	0	0	0
ENSG00000013375.16	PGM3	1	0	0	0	0	1	0	0	0	0	0
ENSG00000013392.8	RWDD2A	1	0	0	0	0	1	0	0	0	0	0
ENSG00000013441.17	CLK1	1	0	0	0	0	1	0	0	1	0	0
ENSG00000013503.10	POLR3B	1	0	0	0	0	1	0	1	1	0	0
ENSG00000013523.11	ANGEL1	1	0	0	0	0	1	0	0	0	0	0
ENSG00000013561.18	RNF14	1	0	0	0	0	1	0	0	0	0	0
ENSG00000013563.14	DNASE1L1	1	0	0	0	0	1	0	0	0	0	0
ENSG00000013573.17	DDX11	1	0	0	0	0	0	0	1	0	0	0
ENSG00000013583.10	HEBP1	1	0	0	0	0	1	0	0	0	0	0
ENSG00000013588.9	GPRC5A	1	0	0	0	0	0	0	0	0	0	0
ENSG00000013619.15	MAMLD1	1	0	0	0	0	1	0	0	0	0	0
ENSG00000013725.14	CD6	1	0	0	0	0	0	0	0	0	0	0
ENSG00000013810.21	TACC3	1	0	0	0	0	1	0	0	0	0	0
ENSG00000014123.10	UFL1	1	0	0	0	0	1	1	0	1	0	0
ENSG00000014138.9	POLA2	1	0	0	0	0	1	0	0	0	0	0
ENSG00000014164.7	ZC3H3	1	0	0	0	0	1	0	0	0	0	0
ENSG00000014216.16	CAPN1	1	0	0	0	0	1	1	0	0	0	0
ENSG00000014257.16	ACP3	1	0	0	0	0	1	0	0	0	0	0
ENSG00000014641.21	MDH1	1	0	0	0	0	1	1	0	0	0	1
ENSG00000014824.14	SLC30A9	1	0	0	0	0	1	0	0	0	0	0
ENSG00000014914.21	MTMR11	1	0	0	0	0	1	0	0	0	0	0
ENSG00000014919.13	COX15	1	0	0	0	0	1	0	1	0	0	0
ENSG00000015133.20	CCDC88C	1	0	0	0	0	1	0	0	0	0	0
ENSG00000015153.15	YAF2	1	0	0	0	0	1	0	0	0	0	0
